2015-05-26T19:30:00Z,BURGLARY/AUTO (459A),PARK AV & EL CAMINO REAL,PALO ALTO,94306
2015-05-26T19:45:00Z,BURGLARY/AUTO (459A),100 Block EL CAMINO REAL,PALO ALTO,94304
2015-05-26T19:45:00Z,BURGLARY/AUTO (459A),100 Block EL CAMINO REAL,PALO ALTO,94304
2015-05-26T20:00:00Z,BURGLARY/AUTO (459A),1900 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-26T20:00:00Z,BURGLARY/AUTO (459A),1900 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-26T20:30:00Z,BURGLARY/AUTO (459A),4100 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-26T22:10:00Z,BURGLARY/AUTO (459A),1900 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-26T23:30:00Z,FOUND PROPERTY/MISC (FOUND),HAMILTON AV & WAVERLEY ST,PALO ALTO,94301
2015-05-27T00:01:00Z,DRUNK IN PUBLIC ADULT/MISC (647FA),200 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-27T00:45:00Z,WARRANT/OTHER AGENCY (OWARRANT),EL CAMINO REAL & MARGARITA AV,PALO ALTO,94306
2015-05-27T00:45:00Z,TRAFFIC/SUSPENDED LICENSE (14601),EL CAMINO REAL & MARGARITA AV,PALO ALTO,94306
2015-05-27T00:45:00Z,WARRANT/OTHER AGENCY (OWARRANT),EL CAMINO REAL & MARGARITA AV,PALO ALTO,94306
2015-05-27T00:50:00Z,N&D/PARAPHERNALIA (11364),2700 Block EMBARCADERO RD,PALO ALTO,94303
2015-05-27T01:42:00Z,TRAFFIC/SUSPENDED LICENSE (14601),EMBARCADERO RD & FRANCIS DR ST,PALO ALTO,94303
2015-05-27T05:56:00Z,WARRANT/PALO ALTO (PWARRANT),400 Block BRYANT ST,PALO ALTO,94301
2015-05-27T06:13:00Z,PENAL CODE/MISC (PENALMI),500 Block HIGH ST,PALO ALTO,94301
2015-05-27T07:39:00Z,LOST PROPERTY/MISC (LOST),2300 Block BOWDOIN ST,PALO ALTO,94306
2015-05-27T09:00:00Z,IDENTITY THEFT/CREDIT CARDS (530C),200 Block VENTURA AV,PALO ALTO,94306
2015-05-27T09:13:00Z,LOST PROPERTY/MISC (LOST),600 Block EL CAMINO REAL,PALO ALTO,94301
2015-05-27T10:15:00Z,BURGLARY/AUTO (459A),2100 Block W BAYSHORE RD,PALO ALTO,94303
2015-05-27T10:15:00Z,BURGLARY/AUTO (459A),2100 Block W BAYSHORE RD,PALO ALTO,94303
2015-05-27T10:15:00Z,BURGLARY/AUTO (459A),2100 Block W BAYSHORE RD,PALO ALTO,94303
2015-05-27T12:12:00Z,B&P/MISC (B&PMISC),500 Block WAVERLEY ST,PALO ALTO,94301
2015-05-27T12:23:00Z,THEFT GRAND/BIKE/BIKE PARTS (487B),1 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-27T12:26:00Z,B&P/MISC (B&PMISC),200 Block LYTTON AV,PALO ALTO,94301
2015-05-27T12:45:00Z,B&P/MISC (B&PMISC),1 Block ENCINA AV,PALO ALTO,94301
2015-05-27T13:12:00Z,MUNI CODE/MISC (1090MISC),200 Block LYTTON AV,PALO ALTO,94301
2015-05-27T13:12:00Z,MUNI CODE/MISC (1090MISC),200 Block LYTTON AV,PALO ALTO,94301
2015-05-27T13:32:00Z,MUNI CODE/MISC (1090MISC),300 Block HOMER AV,PALO ALTO,94301
2015-05-27T14:05:00Z,ACCIDENT PROPERTY DAMAGE (1182),700 Block ARASTRADERO RD,PALO ALTO,94306
2015-05-27T15:00:00Z,WARRANT/OTHER AGENCY (OWARRANT),1800 Block BLOCK ALMA ST,PALO ALTO,94301
2015-05-27T15:00:00Z,WARRANT/OTHER AGENCY (OWARRANT),100 Block EL CAMINO REAL,PALO ALTO,94304
2015-05-27T17:00:00Z,LOST PROPERTY/MISC (LOST),100 Block CALIFORNIA AV,PALO ALTO,94306
2015-05-27T19:25:00Z,BURGLARY/AUTO (459A),1800 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-27T19:30:00Z,BURGLARY/AUTO (459A),100 Block EL CAMINO REAL,PALO ALTO,94304
2015-05-27T20:00:00Z,LOST PROPERTY/MISC (LOST),400 Block EMERSON ST,PALO ALTO,94301
2015-05-27T20:20:00Z,TRAFFIC/SUSPENDED LICENSE (14601),ELY PL & ALMA ST,PALO ALTO,94306
2015-05-27T20:20:00Z,DUI ADULT/MISC (23152AM),ELY PL & ALMA ST,PALO ALTO,94306
2015-05-27T21:00:00Z,BURGLARY/AUTO (459A),400 Block CALIFORNIA AV,PALO ALTO,94306
2015-05-27T21:09:00Z,MUNI CODE/DRINKING IN PUBLIC (1090DRUN),500 Block EMERSON ST,PALO ALTO,94301
2015-05-27T21:22:00Z,BURGLARY/AUTO (459A),2200 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-27T21:26:00Z,BURGLARY/AUTO (459A),400 Block TASSO ST,PALO ALTO,94301
2015-05-27T21:26:00Z,BURGLARY/AUTO (459A),400 Block TASSO ST,PALO ALTO,94301
2015-05-27T23:36:00Z,DUI ADULT/MISC (23152AM),4300 Block BLOCK FOOTHILL EXPY,PALO ALTO,94304
2015-05-28T00:01:00Z,IDENTITY THEFT/CREDIT CARDS (530C),3900 Block GROVE AV,PALO ALTO,94303
2015-05-28T00:01:00Z,IDENTITY THEFT/INTERNET (530I),3900 Block GROVE AV,PALO ALTO,94303
2015-05-28T00:01:00Z,IDENTITY THEFT/CREDIT CARDS (530C),3900 Block GROVE AV,PALO ALTO,94303
2015-05-28T00:01:00Z,IDENTITY THEFT/INTERNET (530I),3900 Block GROVE AV,PALO ALTO,94303
2015-05-28T03:00:00Z,THEFT GRAND/BIKE/BIKE PARTS (487B),400 Block FULTON ST,PALO ALTO,94301
2015-05-28T06:05:00Z,PENAL CODE/MISC (PENALMI),500 Block HIGH ST,PALO ALTO,94301
2015-05-28T06:05:00Z,PENAL CODE/MISC (PENALMI),500 Block HIGH ST,PALO ALTO,94301
2015-05-28T06:50:00Z,B&P/MISC (B&PMISC),1 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-28T07:00:00Z,B&P/MISC (B&PMISC),ENCINA AV,PALO ALTO,94301
2015-05-28T10:35:00Z,PENAL CODE/MISC (PENALMI),300 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-28T10:40:00Z,SUSPICIOUS CIRCUMSTANCE/MISC (1066M),600 Block ARASTRADERO RD,PALO ALTO,94306
2015-05-28T11:30:00Z,THEFT PETTY/MISC (488M),4200 Block PARK BLVD,PALO ALTO,94306
2015-05-28T12:42:00Z,TRAFFIC/SUSPENDED LICENSE (14601),UNIVERSITY AV & EL CAMINO REAL,PALO ALTO,94301
2015-05-28T12:48:00Z,PSYCH SUBJECT (5150),200 Block HAMILTON AV,PALO ALTO,94301
2015-05-28T12:50:00Z,VEHICLE/IMPOUNDED (22651),800 Block EL CAMINO REAL,PALO ALTO,94301
2015-05-28T13:10:00Z,THEFT PETTY/BIKE/BIKE PARTS (488B),200 Block CALIFORNIA AV,PALO ALTO,94301
2015-05-28T13:55:00Z,PENAL CODE/TERRORIST THREATS (422),1 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-28T15:00:00Z,PSYCH SUBJECT (5150),300 Block VICTORIA PL,PALO ALTO,94306
2015-05-29T12:00:00Z,IDENTITY THEFT/OUTSIDE INVEST (530OI),1200 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-29T14:30:00Z,VEHICLE/STORED (22651T),200 Block EMERSON ST,PALO ALTO,94301
2015-05-29T15:00:00Z,FOUND PROPERTY/MISC (FOUND),700 Block GREER RD,PALO ALTO,94303
2015-05-29T15:10:00Z,TRAFFIC/SUSPENDED LICENSE (14601),3800 Block BLOCK W BAYSHORE RD,PALO ALTO,94303
2015-05-29T16:00:00Z,IDENTITY THEFT/MISC. (530M),700 Block HOMER AV,PALO ALTO,94301
2015-05-29T17:00:00Z,VANDALISM/MISDEMEANOR (594M),800 Block BRYANT ST,PALO ALTO,94301
2015-05-29T17:30:00Z,PSYCH SUBJECT (5150),1900 Block BRYANT ST,PALO ALTO,94301
2015-05-29T17:30:00Z,ELDER ABUSE/SELF NEGLECT (368SN),1900 Block BRYANT ST,PALO ALTO,94301
2015-05-29T17:30:00Z,PSYCH SUBJECT (5150),1900 Block BRYANT ST,PALO ALTO,94301
2015-05-29T19:00:00Z,VANDALISM/MISDEMEANOR (594M),3000 Block EMERSON ST,PALO ALTO,94306
2015-05-29T19:09:00Z,ACCIDENT MINOR INJURY (1181),HAMILTON AV & ALMA ST,PALO ALTO,94301
2015-05-29T20:30:00Z,BURGLARY/AUTO (459A),4100 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-29T20:30:00Z,BURGLARY/AUTO (459A),4100 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-29T21:30:00Z,BURGLARY/AUTO (459A),2500 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-29T21:30:00Z,BURGLARY/AUTO (459A),2500 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-29T22:00:00Z,THEFT PETTY/BIKE/BIKE PARTS (488B),4100 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-29T22:30:00Z,N&D/PARAPHERNALIA (11364),300 Block PASTEUR DR,PALO ALTO,94304
2015-05-29T22:30:00Z,N&D/POSSESS/TRANSPORT (11379),300 Block PASTEUR DR,PALO ALTO,94304
2015-05-29T22:30:00Z,PSYCH SUBJECT (5150),300 Block PASTEUR DR,PALO ALTO,94304
2015-05-29T22:30:00Z,WARRANT/PALO ALTO (PWARRANT),300 Block PASTEUR DR,PALO ALTO,94304
2015-05-30T10:30:00Z,BURGLARY/AUTO (459A),4200 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-30T12:19:00Z,DUI ADULT/MISC (23152AM),3200 Block BLOCK MIDDLEFIELD RD,PALO ALTO,94306
2015-05-30T13:29:00Z,MUNI CODE/DRINKING IN PUBLIC (1090DRUN),200 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-30T13:58:00Z,SICK & CARED FOR/MISC (1053M),100 Block LOIS LN,PALO ALTO,94303
2015-05-30T14:00:00Z,BURGLARY/AUTO (459A),100 Block EL CAMINO REAL,PALO ALTO,94304
2015-05-30T15:20:00Z,BURGLARY/AUTO (459A),100 Block EL CAMINO REAL,PALO ALTO,94304
2015-05-30T15:24:00Z,BURGLARY/AUTO (459A),400 Block E OKEEFE ST,"",94303
2015-05-30T15:24:00Z,BURGLARY/AUTO (459A),400 Block E OKEEFE ST,"",94303
2015-05-30T15:47:00Z,BURGLARY/AUTO (459A),2000 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-30T15:47:00Z,CREDIT CARDS/FRAUDULENT USE (484G),2000 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-30T15:47:00Z,BURGLARY/AUTO (459A),2000 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-30T17:20:00Z,FOUND PROPERTY/MISC (FOUND),600 Block GUINDA ST,PALO ALTO,94301
2015-05-30T19:30:00Z,SUSPICIOUS CIRCUMSTANCE/MISC (1066M),3700 Block MIDDLEFIELD RD,PALO ALTO,94303
2015-05-30T20:45:00Z,DRUNK IN PUBLIC ADULT/MISC (647FA),500 Block MATADERO AV,PALO ALTO,94306
2015-05-30T21:30:00Z,BURGLARY/AUTO (459A),4300 Block EL CAMINO REAL,PALO ALTO,94306
2015-05-30T22:06:00Z,WARRANT/OTHER AGENCY (OWARRANT),1500 Block BLOCK WALNUT ST,PALO ALTO,94303
2015-05-31T01:57:00Z,THEFT PETTY ATT/FROM AUTO (488FAA),2000 Block EMERSON ST,PALO ALTO,94301
2015-05-31T01:57:00Z,DRUNK IN PUBLIC ADULT/MISC (647FA),2000 Block EMERSON ST,PALO ALTO,94301
2015-05-31T06:35:00Z,B&P/MISC (B&PMISC),1 Block UNIVERSITY AV,PALO ALTO,94301
2015-05-31T13:00:00Z,THEFT PETTY/FROM AUTO (488FA),3500 Block LOUIS RD,PALO ALTO,94303
2015-05-31T13:28:00Z,ACCIDENT MINOR INJURY (1181),SAN ANTONIO RD & E CHARLESTON RD,PALO ALTO,94303
2015-05-31T13:46:00Z,DUI ADULT/MISC (23152AM),300 Block WAVERLEY ST,PALO ALTO,94301
2015-05-31T13:46:00Z,VEHICLE/MISC (VEHMISC),300 Block WAVERLEY ST,PALO ALTO,94301
2015-05-31T13:50:00Z,LOST PROPERTY/MISC (LOST),1000 Block TANLAND DR,PALO ALTO,94303
2015-05-31T14:00:00Z,BURGLARY/AUTO (459A),3500 Block LOUIS RD,PALO ALTO,94303
2015-05-31T16:00:00Z,VANDALISM/MISDEMEANOR (594M),1 Block CRESCENT DR,PALO ALTO,94301
2015-05-31T19:00:00Z,VEHICLE/TAMPERING (10852),100 Block CHURCHILL AV,PALO ALTO,94301
2015-05-31T19:00:00Z,VEHICLE/TAMPERING (10852),100 Block CHURCHILL AV,PALO ALTO,94301
2015-05-31T20:11:00Z,DRIVING WITH A SUSPENDED OR RE (14601.1(A)VC),QUARRY RD & ARBORETUM RD,PALO ALTO,94304
2015-05-31T20:11:00Z,TRAFFIC/SUSPENDED LICENSE (14601),QUARRY RD & ARBORETUM RD,PALO ALTO,94304
2015-05-31T21:19:00Z,TRAFFIC/SUSPENDED LICENSE (14601),2000 Block BLOCK E BAYSHORE RD,PALO ALTO,94303
2015-05-31T21:43:00Z,DRIVING WITH A SUSPENDED OR RE (14601.1(A)VC),100 Block SAN ANTONIO RD,PALO ALTO,""
2015-05-31T21:43:00Z,TRAFFIC/SUSPENDED LICENSE (14601),100 Block SAN ANTONIO RD,PALO ALTO,""
2015-05-31T21:43:00Z,WARRANT/PALO ALTO (PWARRANT),100 Block SAN ANTONIO RD,PALO ALTO,""
2015-05-31T22:55:00Z,SUSPICIOUS CIRCUMSTANCE/MISC (1066M),1300 Block MARTIN AV,PALO ALTO,94301
2015-05-31T22:55:00Z,SUSPICIOUS CIRCUMSTANCE/MISC (1066M),1300 Block MARTIN AV,PALO ALTO,94301
2015-06-01T00:00:00Z,LOST PROPERTY/MISC (LOST),3200 Block WAVERLEY ST,PALO ALTO,94306
2015-06-01T00:44:00Z,TRAFFIC/SUSPENDED LICENSE (14601),EL CAMINO REAL & QUARRY RD,PALO ALTO,94301
2015-06-01T05:16:00Z,ACCIDENT PROPERTY DAMAGE (1182),600 Block SAN ANTONIO AV,PALO ALTO,94306
2015-06-01T07:51:00Z,VEHICLE/STOLEN (10851S),3300 Block HILLVIEW AV,PALO ALTO,94304
2015-06-01T08:00:00Z,IDENTITY THEFT/MISC. (530M),500 Block CENTER DR,PALO ALTO,94301
2015-06-01T09:07:00Z,VEHICLE/STOLEN (10851S),4200 Block BLOCK PARK BLVD,PALO ALTO,94306
2015-06-01T09:50:00Z,VEHICLE/STOLEN (10851S),4100 Block BLOCK EL CAMINO REAL,PALO ALTO,94306
2015-06-01T10:30:00Z,ACCIDENT PROPERTY DAMAGE (1182),3100 Block BLOCK MIDDLEFIELD RD,PALO ALTO,94306
2015-06-01T10:30:00Z,BURGLARY/AUTO (459A),4200 Block EL CAMINO REAL,PALO ALTO,94306
2015-06-01T10:50:00Z,BURGLARY ATTEMPT/AUTO (459AA),300 Block LOWELL AV,PALO ALTO,94301
2015-06-01T11:00:00Z,BURGLARY/AUTO (459A),800 Block EL CAMINO REAL,PALO ALTO,94301
2015-06-01T11:00:00Z,ASSAULT WITH DEADLY WEAPON (245),1100 Block N RENGSTORFF AV,MOUNTAIN VIEW,""
2015-06-01T11:00:00Z,BURGLARY/AUTO (459A),2000 Block EL CAMINO REAL,PALO ALTO,94306
2015-06-01T11:00:00Z,TRAFFIC/SUSPENDED LICENSE (14601),1100 Block N RENGSTORFF AV,MOUNTAIN VIEW,""
2015-06-01T11:00:00Z,PENAL CODE/RESISTING ARREST (148RA),1100 Block N RENGSTORFF AV,MOUNTAIN VIEW,""
2015-06-01T11:00:00Z,BURGLARY/AUTO (459A),1100 Block N RENGSTORFF AV,MOUNTAIN VIEW,""
2015-06-01T11:00:00Z,ASSAULT WITH DEADLY WEAPON (245),1100 Block N RENGSTORFF AV,MOUNTAIN VIEW,""
2015-06-01T12:00:00Z,IDENTITY THEFT/MISC. (530M),300 Block CREEKSIDE DR,PALO ALTO,94306
2015-06-01T12:00:00Z,PENAL CODE/TERRORIST THREATS (422),100 Block CALIFORNIA AV,PALO ALTO,94306
2015-06-01T12:35:00Z,ACCIDENT PROPERTY DAMAGE (1182),2700 Block BLOCK MIDDLEFIELD RD,PALO ALTO,94306
2015-06-01T13:00:00Z,FOUND PROPERTY/MISC (FOUND),200 Block UNIVERSITY AV,PALO ALTO,94301
2015-06-01T13:45:00Z,MISSING ADULT/MISC (1065A),300 Block PASTEUR DR,PALO ALTO,94304
2015-06-01T14:40:00Z,B&P/MISC (B&PMISC),HOMER AV,PALO ALTO,94301
2015-06-01T14:57:00Z,ACCIDENT MINOR INJURY (1181),EMBARCADERO RD,PALO ALTO,""
2015-06-01T15:01:00Z,MUNI CODE/MISC (1090MISC),200 Block UNIVERSITY AV,PALO ALTO,94301
2015-06-01T15:57:00Z,WARRANT/OTHER AGENCY (OWARRANT),500 Block WEBSTER ST,PALO ALTO,94301
2015-06-01T16:14:00Z,ACCIDENT PROPERTY DAMAGE (1182),2600 Block MIDDLEFIELD RD,PALO ALTO,94306
2015-06-01T17:00:00Z,FOUND PROPERTY/MISC (FOUND),300 Block HOMER AV,PALO ALTO,94301
2015-06-01T19:30:00Z,B&P/MISC (B&PMISC),700 Block URBAN LN,PALO ALTO,94301
2015-06-01T19:55:00Z,B&P/MISC (B&PMISC),300 Block UNIVERSITY AV,PALO ALTO,94301
2015-06-01T20:16:00Z,WARRANT/OTHER AGENCY (OWARRANT),200 Block HAMILTON AV,PALO ALTO,94301
2015-06-01T20:27:00Z,ACCIDENT MINOR INJURY (1181),800 Block SAN ANTONIO RD,PALO ALTO,94303
2015-06-02T01:23:00Z,MUNI CODE/DRINKING IN PUBLIC (1090DRUN),400 Block WAVERLEY ST,PALO ALTO,94301
2015-06-02T01:37:00Z,WARRANT/OTHER AGENCY (OWARRANT),100 Block EL CAMINO REAL,PALO ALTO,94304
2015-06-02T02:26:00Z,TRAFFIC/MISC (TRAFMISC),EL CAMINO REAL & PORTAGE AV,PALO ALTO,94306
2015-06-02T06:02:00Z,PENAL CODE/MISC (PENALMI),400 Block BRYANT ST,PALO ALTO,94301
2015-06-02T08:33:00Z,B&P/MISC (B&PMISC),100 Block UNIVERSITY AV,PALO ALTO,94301
2015-06-02T09:00:00Z,ACCIDENT PROPERTY DAMAGE (1182),100 Block OREGON EXPY,PALO ALTO,94306
2015-06-02T09:35:00Z,THEFT PETTY/BIKE/BIKE PARTS (488B),UNIVERSITY AV & ALMA ST,PALO ALTO,94301
2015-06-02T09:50:00Z,ACCIDENT MINOR INJURY (1181),300 Block BRYANT ST,PALO ALTO,94301
2015-06-02T10:25:00Z,FOUND PROPERTY/MISC (FOUND),300 Block EMERSON ST,PALO ALTO,94301
2015-06-02T10:30:00Z,OUTSIDE INVESTIGATION/MISC (OUTSIDE),700 Block CEREZA DR,PALO ALTO,94306
2015-06-02T10:30:00Z,OUTSIDE INVESTIGATION/MISC (OUTSIDE),700 Block CEREZA DR,PALO ALTO,94306
2015-06-02T10:30:00Z,OUTSIDE INVESTIGATION/MISC (OUTSIDE),700 Block CEREZA DR,PALO ALTO,94306
2015-06-02T10:42:00Z,B&P/MISC (B&PMISC),200 Block LYTTON AV,PALO ALTO,94301
2015-06-02T11:37:00Z,THEFT GRAND/BIKE/BIKE PARTS (487B),300 Block CALIFORNIA AV,PALO ALTO,94306
2015-06-02T12:05:00Z,TRAFFIC/SUSPENDED LICENSE (14601),KIPLING ST & LYTTON AV,PALO ALTO,94301
2015-06-02T13:59:00Z,ACCIDENT PROPERTY DAMAGE (1182),2300 Block BIRCH ST,PALO ALTO,94306
2015-06-02T15:48:00Z,ACCIDENT MINOR INJURY (1181),ARASTRADERO RD,PALO ALTO,""
2015-06-02T19:30:00Z,DRUNK IN PUBLIC ADULT/MISC (647FA),500 Block RAMONA ST,PALO ALTO,94301
2015-06-02T20:25:00Z,ACCIDENT MINOR INJURY (1181),2600 Block BLOCK EL CAMINO REAL,PALO ALTO,94306
2015-06-02T20:50:00Z,TRAFFIC/SUSPENDED LICENSE (14601),EMBARCADERO RD & E BAYSHORE RD,PALO ALTO,94303
2015-06-02T20:50:00Z,TRAFFIC/MISC (TRAFMISC),EMBARCADERO RD & E BAYSHORE RD,PALO ALTO,94303
2015-06-02T22:34:00Z,TRAFFIC/SUSPENDED LICENSE (14601),2900 Block BLOCK EL CAMINO REAL,PALO ALTO,94306
2015-06-02T22:34:00Z,WARRANT/OTHER AGENCY (OWARRANT),2900 Block BLOCK EL CAMINO REAL,PALO ALTO,94306
2015-06-03T00:00:00Z,THEFT GRAND/BIKE/BIKE PARTS (487B),300 Block HOMER AV,PALO ALTO,94301
2015-06-03T01:00:00Z,THEFT PETTY/BIKE/BIKE PARTS (488B),3100 Block MIDDLEFIELD RD,PALO ALTO,94306
2015-06-03T01:00:00Z,THEFT PETTY/BIKE/BIKE PARTS (488B),3100 Block MIDDLEFIELD RD,PALO ALTO,94306
2015-06-03T04:45:00Z,BURGLARY/COMMERCIAL (459C),200 Block UNIVERSITY AV,PALO ALTO,94301
2015-06-03T07:59:00Z,ACCIDENT MINOR INJURY (1181),& ALMA ST,PALO ALTO,94301
2015-06-03T08:00:00Z,IDENTITY THEFT/CREDIT CARDS (530C),3000 Block COWPER ST,PALO ALTO,94306
2015-06-03T09:00:00Z,ACCIDENT PROPERTY DAMAGE (1182),HANOVER ST & PAGE MILL RD,PALO ALTO,94304
2015-06-03T09:49:00Z,VEHICLE/STORED (22651T),3900 Block PARK BLVD,PALO ALTO,94306
2015-06-03T12:00:00Z,CREDIT CARDS/INTERNET FRAUD (484GI),3700 Block NATHAN WAY,PALO ALTO,94303
2015-06-03T12:17:00Z,ACCIDENT PROPERTY DAMAGE (1182),400 Block SHERMAN AV,PALO ALTO,94306
2015-06-03T14:15:00Z,THEFT PETTY/BIKE/BIKE PARTS (488B),3400 Block ALMA ST,PALO ALTO,94306
2015-06-03T15:30:00Z,F&W/DISPOSAL REQUEST (F&WDISPS),200 Block FOREST AV,PALO ALTO,94301
2015-06-03T15:40:00Z,ACCIDENT PROPERTY DAMAGE (1182),4100 Block BLOCK EL CAMINO REAL,PALO ALTO,94306
2015-06-03T16:18:00Z,THEFT GRAND/SCAM (487SCAM),500 Block FOREST AV,PALO ALTO,94301
2015-06-03T16:56:00Z,DISTURB PEACE/MISC (415),400 Block UNIVERSITY AV,PALO ALTO,94301
2015-06-03T17:40:00Z,ACCIDENT PROPERTY DAMAGE (1182),700 Block EL CAMINO REAL,PALO ALTO,94301
2015-06-03T18:30:00Z,WARRANT/OTHER AGENCY (OWARRANT),600 Block UNIVERSITY AV,PALO ALTO,94301
2015-06-03T19:00:00Z,MUNI CODE/DRINKING IN PUBLIC (1090DRUN),KIPLING ST & LYTTON AV,PALO ALTO,94301
2015-06-03T22:15:00Z,BURGLARY/AUTO (459A),2300 Block BIRCH ST,PALO ALTO,94306
2015-06-04T00:31:00Z,N&D/POSSESSION (11350),E CHARLESTON RD & SAN ANTONIO RD,PALO ALTO,94303
2015-06-04T00:31:00Z,TRAFFIC/SUSPENDED LICENSE (14601),E CHARLESTON RD & SAN ANTONIO RD,PALO ALTO,94303
2015-06-04T00:31:00Z,PENAL CODE/MISC (PENALMI),E CHARLESTON RD & SAN ANTONIO RD,PALO ALTO,94303
